domain,internal_link_count,degree,betweenness,closeness,eigenvector,pagerank,community
ionarts.blogspot.com,39780,645.2581480000003,7232.553872411153,0.5085029272372457,7.157000031736928e-06,0.16737354201561425,2475
marketwatch.com,5774,643.2312540000012,12255.88473016385,0.5255726840512894,0.006022138914856643,1.0136750213081869,770
del.icio.us,0,641.9737200000005,3017.928211624774,0.4946440677966102,0.004570388819036849,1.3182214168894417,2475
breitbart.com,848,640.5394480000008,8653.437438649937,0.5242885886749066,0.005548856772643851,1.2140696441143948,2561
uk.reuters.com,31,639.1331880000014,6291.524336491502,0.5233859397417504,0.009036749243136416,1.5970700371190927,770
theautomaticearth.blogspot.com,2688,638.5429380000002,6095.544916423708,0.5087156602984242,1.4093057943653844e-14,0.15000000000000002,770
latimesblogs.latimes.com,0,638.1315880000008,6572.08287222506,0.5207708779443255,0.00824977677686359,1.4911641753817948,1653
chron.com,113,634.705336000001,6439.215802971745,0.525875738791985,0.022447580966672872,1.742597136230753,722
wired.com,198,631.1589930000011,7275.196127678996,0.525194356464152,0.010927167754266755,1.3679069828041113,3407
angrybear.blogspot.com,1107,631.109651000001,8286.673645462984,0.5178875638841567,0.00012641016369975837,0.1722937397286481,1368
arstechnica.com,705,630.942758000001,9041.619487481159,0.5241379310344828,0.01652600421859524,1.676362556101295,3407
iht.com,0,629.9161490000005,4629.130006373005,0.50547318830539,0.0054663526881203435,0.7755934651681412,2561
evolvehappy.com,14848,624.3256030000003,7154.879497371496,0.5112107623318386,1.4093057943653844e-14,0.15000000000000002,1653
blogs.zdnet.com,746,620.6496860000012,8707.36603610082,0.5223367697594502,0.012342601941162693,1.2311672872069606,3407
thenation.com,431,619.4514890000014,5520.307991498192,0.5244393329499712,0.003056254377903178,0.9667387855791152,1368
townhall.com,1061,613.951939000001,4748.099222367141,0.5195101110794645,0.0006564726423432048,0.6259919707018481,2561
cdc.gov,26,611.7474580000011,8089.241827693325,0.5232358003442341,0.18655909406582583,8.866947783170925,1731
circleof13.blogspot.com,6762,611.667823000001,9670.418496487186,0.5183290707587382,1.4093057943653844e-14,0.15000000000000002,2561
feeds.gawker.com,0,607.8327110000009,8340.615736142052,0.516494407475577,0.00035082815660908667,0.24085036921614725,3407
newyorker.com,256,603.6792890000012,5089.476751616178,0.5241379310344828,0.009509007270135822,1.275043644643678,1368
leftword.blogdig.net,1539,600.152745000001,5705.422589047362,0.5180346492473729,2.9094872077487514e-06,0.15093025685237133,1368
mediamatters.org,4369,597.698772000001,2630.8703774668866,0.49571952710966166,0.0035377472471847687,1.0927801205358891,1368
conservapedia.com,147936,595.3540550000008,4714.680911459683,0.5117845117845118,8.87332798953164e-05,0.18303932829505903,2561
alterdestiny.blogspot.com,42782,590.178511000001,4111.729188572419,0.5125755233946888,9.252174596026394e-07,0.15862248397220144,1368
engadget.com,3529,588.6396280000002,4647.970635768655,0.512,0.03101344267055748,1.9269323681631314,3407
ourlatinamerica.blogspot.com,48506,582.3239830000003,5163.4492496020985,0.5082195597659516,4.589795031126846e-06,0.15212491836852587,2561
news.com.au,8259,580.2706440000014,6633.337935335423,0.5225612376450365,0.0021534775083950596,0.7745624977900569,2561
pcworld.com,521,578.4524720000006,5616.546099216796,0.5184027284354128,0.006521610556176657,1.1170776086042076,3407
deadspin.com,2036,578.4460500000009,6137.5375637285715,0.5162020659402858,0.001851293285651384,0.4811126445330778,722
newscientist.com,901,573.9294030000012,7722.543851989008,0.5223367697594502,0.0073591041016562615,1.0209869375954326,1731
buckmire.blogspot.com,23060,573.5095480000008,6118.161885664718,0.5121437596518321,3.540919198087632e-09,0.15284808673043532,1368
corner.nationalreview.com,58,570.9496400000012,2996.051467917991,0.5191404582325316,0.002890797652469941,0.9168275925255188,2561
newportcity.blogspot.com,16329,567.6917270000005,7431.754325582409,0.5095683754714345,8.44242371594752e-06,0.157541373656757,2561
cbc.ca,2616,566.955151000001,5174.522136974712,0.5218137605492776,0.023742284186787973,2.320265788603817,2561
informationweek.com,5694,566.7658610000011,8439.361077537003,0.518623827125391,0.00239690688353698,0.5820510224049137,3407
blog.openitstrategies.com,7054,566.1865900000007,8649.427185640076,0.5108528217336508,0.0003325200295760525,0.168516691831126,3407
tigerhawk.blogspot.com,573,566.0819220000011,6452.916304096788,0.5176670923797361,4.191099332523281e-05,0.1845390752787118,2561
crooksandliars.com,897,558.195520000001,2845.756870243022,0.5173000567214975,0.002832767565306228,0.7063635056799422,1368
gizmodo.com,2111,557.3822420000013,6889.385050396335,0.519584104828372,0.004189815330818456,0.7444298721831223,3407
michellemalkin.com,2549,555.9656440000012,3201.2277969036136,0.5186975686051472,0.001129149792578678,0.8463813882146671,2561
newsday.com,14028,553.3563400000011,4235.183415137259,0.5203994293865906,0.003475286881224791,0.868275555964255,722
commondreams.org,1847,551.3559380000013,4182.44336127774,0.5212173167595371,0.0009865432193296355,0.4946498244471776,1368
seattletimes.nwsource.com,18491,549.6436980000009,5824.762150917838,0.5226361031518625,0.01065588718249504,1.2008980873543724,722
rebellenation.blogspot.com,88,543.3868200000013,4124.703789236022,0.5135135135135135,1.4093057943653844e-14,0.15000000000000002,1368
freerepublic.com,368,540.7543440000013,7817.575402946493,0.5222619899785255,0.0002411120588484282,0.35289923755658814,2561
firstread.msnbc.msn.com,2375,538.0107640000012,4172.072149691779,0.5175936435868331,0.0009978279551371705,0.4156642894822215,1368
prospect.org,221,531.2467330000012,2659.6877328643923,0.5175202156334232,0.002306937681812231,0.6610852543393326,1368
cajunboyinthecity.blogspot.com,18752,531.1470500000006,4560.79030640567,0.5089285714285714,1.952576427017347e-05,0.15484926469564594,1653
suntimes.com,613,529.8512200000014,3260.6740768017175,0.5,0.004127585398444531,0.9372096830095622,722
eonline.com,5158,525.3222660000007,3844.048458850123,0.5129358830146231,0.003215392831245742,1.146497910238862,1653
startribune.com,10189,525.1347630000013,3810.591927617242,0.5186975686051472,0.004130515210460365,0.9691115657149381,1368
thedisbrimstone-dailypitchfork.blogspot.com,246,521.2987120000013,6133.64588005209,0.5168603003683763,1.4093057943653844e-14,0.15000000000000002,1368
haaretz.com,30,518.0798070000012,2821.3949603117776,0.5033112582781457,0.005281680379631618,1.1822721907498752,2561
kotaku.com,12766,517.9841560000011,5387.219591017652,0.5127916783806579,0.009694991106566237,1.1623941566211782,3407
treehugger.com,12023,515.3261060000013,7270.161465840614,0.5180346492473729,0.0025131326941155445,0.4391302243197808,1731
althouse.blogspot.com,950,513.093175000001,4459.806694134995,0.5143824027072758,4.914465037621447e-05,0.22996753340523265,2561
theglobeandmail.com,779,512.5783200000018,4522.719465669866,0.519880290722531,0.019654340540354368,1.48853378001595,2561
ibloga.blogspot.com,123,510.77922400000125,5865.81743932715,0.5148906139731828,6.294582703038179e-06,0.1624259249874714,2561
finance.yahoo.com,955,510.0588830000012,4452.950120950232,0.5151814715435673,0.012322386988483149,1.4930994535976367,770
dumpbachmann.blogspot.com,27493,508.7972840000008,5044.125843857788,0.5107812937552506,7.503981030768754e-05,0.18000166205541676,1368
blog.badtux.net,23006,508.2060640000013,4879.642952801131,0.5133689839572193,4.2460465502135193e-10,0.15180640471524992,1368
plime.com,62464,508.15624300000127,7354.398855954611,0.5143824027072758,5.899315038065798e-07,0.15137392371620145,722
gatesofvienna.blogspot.com,630,508.0763100000011,6562.912353433865,0.5131523421015614,3.7407152061298806e-06,0.20627034062609845,2561
pajamasmedia.com,1667,507.4257330000012,3499.0209396583773,0.5173000567214975,0.0007812028644965232,0.7322118343732209,2561
wikio.com,2994,504.09815800000126,6009.976009511527,0.5177405620210048,6.484305327111605e-05,0.20151385649934742,2475
danceswithanxiety.blogspot.com,10094,503.4030900000011,4886.032737478184,0.5092838196286472,5.844130297770039e-14,0.15250311371709047,1368
cujo359.blogspot.com,6313,501.72137500000076,4957.130670359823,0.5122876000561719,1.4093057943653844e-14,0.15000000000000002,1368
